year,voc,model_type,x_metric,y_metric,slope,intercept,r2,n,x1,y1,x2,y2
2002,LME,weighted,gdp_pc_ppp,post_tax_gini,7.651727208198837e-6,-0.026758512922560974,0.9118072520391327,5,40773.1731,0.28522668505130994,63112.5,0.4561611205048881
2002,CME,weighted,gdp_pc_ppp,pre_tax_gini,-4.721769466144172e-6,0.721342338930861,0.7905431740224305,10,44260.2518,0.5123556334177684,87898.9836,0.3063036020632736
2002,LME,weighted,gdp_pc_ppp,pre_tax_gini,4.303466323957005e-6,0.2669449504614158,0.8682449053016972,5,40773.1731,0.44241092781813546,63112.5,0.5385474688321523
2002,CME,weighted,gdp_pc_unadjusted,post_tax_gini,-5.388781541323384e-6,0.5888033042565669,0.7685410357639727,10,25717.4908,0.45021736454437294,83779.5992,0.13733334654813556
2002,LME,weighted,gdp_pc_unadjusted,post_tax_gini,4.995249198335526e-6,0.1421926626085587,0.9372872052033886,5,36713.1434,0.32558396274578594,63112.5,0.4574553276385096
2002,CME,weighted,gdp_pc_unadjusted,pre_tax_gini,-3.2799777577224666e-6,0.5966725125236294,0.7911918577748445,10,25717.4908,0.5123197147151972,83779.5992,0.3218772905967265
2002,LME,weighted,gdp_pc_unadjusted,pre_tax_gini,2.797451999041817e-6,0.36266333185241867,0.8849220132855797,5,36713.1434,0.4653665882478576,63112.5,0.5392175211419453
2003,CME,unweighted,gdp_pc_ppp,post_tax_gini,-3.6374693077015195e-6,0.5265923330792047,0.32762583096013204,10,44874.0171,0.36336447316468157,88211.3819,0.20572613882801738
2003,LME,unweighted,gdp_pc_ppp,post_tax_gini,2.939298819896241e-6,0.23176785055526708,0.32474244740141767,5,41929.4534,0.3550110434527815,64245.3,0.4206039850291471
2003,CME,unweighted,gdp_pc_ppp,pre_tax_gini,-2.017363922912567e-6,0.5526928081254772,0.337626918173212,10,44874.0171,0.46216558495177557,88211.3819,0.37473834869015454
2003,LME,unweighted,gdp_pc_ppp,pre_tax_gini,2.270854391749471e-6,0.3759444464700986,0.4304457867347431,5,41929.4534,0.4711601298671434,64245.3,0.5218361681243608
2003,CME,unweighted,gdp_pc_unadjusted,post_tax_gini,-2.48707517266217e-6,0.4275503279707239,0.27927402591302714,10,26074.1201,0.36270203122100225,83114.5592,0.22083817129764372
2003,LME,unweighted,gdp_pc_unadjusted,post_tax_gini,2.856320779070765e-6,0.24947350018240444,0.4468895205121927,5,37754.286,0.3573118517831849,64245.3,0.4329786855300395
2003,CME,unweighted,gdp_pc_unadjusted,pre_tax_gini,-1.4424641994916073e-6,0.5010623308949422,0.31473997938377,10,26074.1201,0.4634513461174477,83114.5592,0.3811725547924164
2003,LME,unweighted,gdp_pc_unadjusted,pre_tax_gini,1.9280815355336145e-6,0.40347588102033316,0.4521945354272399,5,37754.286,0.4762692227441884,64245.3,0.5273460576951509
2003,CME,weighted,gdp_pc_ppp,post_tax_gini,-8.275249611174643e-6,0.8238487947522634,0.7580223527231134,10,44874.0171,0.4525051021936441,88211.3819,0.09387759098311044
2003,LME,weighted,gdp_pc_ppp,post_tax_gini,7.908721918601893e-6,-0.04846941918653181,0.886611341850128,5,41929.4534,0.2831389679530449,64245.3,0.45962879309062243
2003,CME,weighted,gdp_pc_ppp,pre_tax_gini,-5.118208918561494e-6,0.7446293659064215,0.7479711086499519,10,44874.0171,0.5149547713735205,88211.3819,0.2931450843472076
2003,LME,weighted,gdp_pc_ppp,pre_tax_gini,4.1144447101570566e-6,0.27787239901564464,0.7970344101820148,5,41929.4534,0.45038881675705145,64245.3,0.5422061337530978
2003,CME,weighted,gdp_pc_unadjusted,post_tax_gini,-5.5935089940589214e-6,0.5983046160721586,0.7439197132727051,10,26074.1201,0.45245879078063606,83114.5592,0.13340258164971586
2003,LME,weighted,gdp_pc_unadjusted,post_tax_gini,5.0600262514889314e-6,0.13554666212922398,0.8996119985852352,5,37754.286,0.32658434039544504,64245.3,0.4606295666640058
2003,CME,weighted,gdp_pc_unadjusted,pre_tax_gini,-3.484174409584805e-6,0.6060710533895098,0.7445367793058512,10,26074.1201,0.5152242713846491,83114.5592,0.3164854331609485
2003,LME,weighted,gdp_pc_unadjusted,pre_tax_gini,2.626099421259192e-6,0.37398138744102005,0.8048333529665264,5,37754.286,0.47312789605567407,64245.3,0.5426959325896432
2004,CME,unweighted,gdp_pc_ppp,post_tax_gini,-3.4934589321116514e-6,0.5268961930024565,0.3201885418754184,10,45803.2018,0.366884588554934,91211.6203,0.2082521433530451
2004,LME,unweighted,gdp_pc_ppp,post_tax_gini,2.0930506324083546e-6,0.2790077142996051,0.15732017691446828,5,42777.9703,0.3685441720891659,66064.5,0.41728405780434685
2004,CME,unweighted,gdp_pc_ppp,pre_tax_gini,-1.780538737277499e-6,0.54785138905569,0.280558089605757,10,45803.2018,0.4662970139594515,91211.6203,0.3854455658216933
2004,LME,unweighted,gdp_pc_ppp,pre_tax_gini,1.9067228057017246e-6,0.39794386222777434,0.320858847541647,5,42777.9703,0.47950959378041536,66064.5,0.5239105510250559
2004,CME,unweighted,gdp_pc_unadjusted,post_tax_gini,-2.447591057375482e-6,0.432497295028258,0.2814829507173653,10,26614.0244,0.36735704690604515,84780.6021,0.224989051489389
2004,LME,unweighted,gdp_pc_unadjusted,post_tax_gini,2.348085802273422e-6,0.2759079104074367,0.28805788616812306,5,38518.3109,0.36635220935928026,66064.5,0.4310330248917292
2004,CME,unweighted,gdp_pc_unadjusted,pre_tax_gini,-1.3547965554012391e-6,0.5054906458577432,0.2909028576258661,10,26614.0244,0.46943405727525866,84780.6021,0.3906301781678201
2004,LME,unweighted,gdp_pc_unadjusted,pre_tax_gini,1.7573270715475034e-6,0.4145360243167899,0.39652537339614174,5,38518.3109,0.48222529481164317,66064.5,0.5306329586350399
2004,CME,weighted,gdp_pc_ppp,post_tax_gini,-8.063565425583344e-6,0.8270548943166591,0.7559077640546886,10,45803.2018,0.45771777990116236,91211.6203,0.0915640264541433
2004,LME,weighted,gdp_pc_ppp,post_tax_gini,7.9243953228157008e-06,-0.059798651870962026,0.8710813374000104,5,42777.9703,0.27919089589390694,66064.5,0.4637225629331959
2004,CME,weighted,gdp_pc_ppp,pre_tax_gini,-4.980295257030819e-6,0.7510587516146223,0.7316778332119854,10,45803.2018,0.5229452829332568,91211.6203,0.29679795164843636
2004,LME,weighted,gdp_pc_ppp,pre_tax_gini,4.604950473432774e-6,0.24494744700547827,0.8496564014461311,5,42777.9703,0.4419378815909564,66064.5,0.5491711975575777
2004,CME,weighted,gdp_pc_unadjusted,post_tax_gini,-5.486434103778492e-6,0.6044109687432164,0.7472767552394773,10,26614.0244,0.4583948776362635,84780.6021,0.13926778204290197
2004,LME,weighted,gdp_pc_unadjusted,post_tax_gini,5.17923360885944e-6,0.12272449573106846,0.8940576695871524,5,38518.3109,0.3222198261008453,66064.5,0.46488797448356295
2004,CME,weighted,gdp_pc_unadjusted,pre_tax_gini,-3.4331964428994122e-6,0.6152846822116316,0.7424950880227437,10,26614.0244,0.5239135083103135,84780.6021,0.32421622065504113
2004,LME,weighted,gdp_pc_unadjusted,pre_tax_gini,2.9835372211432694e-6,0.352608980788671,0.8569676269251778,5,38518.3109,0.46752979505438946,66064.5,0.5497148755348905
2005,CME,unweighted,gdp_pc_ppp,post_tax_gini,-2.644651027794667e-6,0.4834375646565085,0.20965651233205385,10,46593.7235,0.36021342591345296,93024.9954,0.23741891496130432
2005,LME,unweighted,gdp_pc_ppp,post_tax_gini,5.509435528636401e-6,0.07086888414348595,0.7834456851033023,5,43649.9216,0.3113553130287194,67688.1,0.44379210714937956
2005,CME,unweighted,gdp_pc_ppp,pre_tax_gini,-9.447752885379831e-7,0.5043517554187682,0.08721773670122457,10,46593.7235,0.4603311568549967,93024.9954,0.4164640385484887
2005,LME,unweighted,gdp_pc_ppp,pre_tax_gini,3.6928572064998056e-6,0.29363662090067255,0.7486867589834401,5,43649.9216,0.45482954844438406,67688.1,0.5435991087799521
2005,CME,unweighted,gdp_pc_unadjusted,post_tax_gini,-1.9085949452018725e-6,0.413698107475283,0.19509358163309493,10,27073.3583,0.36202603267426386,86516.6141,0.24857293512804196
2005,LME,unweighted,gdp_pc_unadjusted,post_tax_gini,4.647074044142815e-6,0.1421757881284956,0.808880634544216,5,39303.4368,0.32482176912738314,67688.1,0.45672740073583895
2005,CME,unweighted,gdp_pc_unadjusted,pre_tax_gini,-8.618358173510908e-7,0.48926925101155455,0.12967034694758478,10,27073.3583,0.4659364611326351,86516.6141,0.41470613418423213
2005,LME,unweighted,gdp_pc_unadjusted,pre_tax_gini,2.9980607008845903e-6,0.34749673594077884,0.716121210144952,5,39303.4368,0.46533082522056,67688.1,0.550429768468325
2005,CME,weighted,gdp_pc_ppp,post_tax_gini,-7.083911640071535e-6,0.7857782726403253,0.7212257296852271,10,46593.7235,0.45571245238440067,93024.9954,0.1267974249086643
2005,LME,weighted,gdp_pc_ppp,post_tax_gini,8.632092260273365e-6,-0.11368008543733024,0.9572806140615143,5,43649.9216,0.26311006496756895,67688.1,0.4706098386852794
2005,CME,weighted,gdp_pc_ppp,pre_tax_gini,-4.227000604055975e-6,0.7224375113659541,0.675132533456963,10,46593.7235,0.5254858139862371,93024.9954,0.32922079961784984
